448, 3, 'TM', '';
449, 1, 'UNK', '';
450, 1, 'UNK', '';
465, 2, 'F198', '';
473, 21, 'F193', '';
514, 17, 'F166', '';
465, 3, 'F204', '';
451, 2, 'F198', '';
451, 3, 'F204', '';
451, 4, 'F201', '';
451, 5, 'F200', '';
459, 21, 'F192', 'A';
459, 22, 'F193', '';
451, 6, 'UNK', '';
505, 1, 'UNK', '';
504, 5, 'F207', '';
500, 1, 'UNK', '';
501, 1, 'UNK', '';
502, 1, 'LNK', '';
503, 3, 'ITM', '';
499, 1, 'UNK', '';
498, 4, 'TM', '';
497, 2, 'F40', '';
496, 1, 'UNK', '';
375, 21, 'F192', 'A';
494, 22, 'F193', '';
493, 1, 'UNK', '';
492, 1, 'UNK', '';
491, 3, 'ITM', '';
490, 1, 'LNK', '';
489, 1, 'UNK', '';
488, 1, 'UNK', '';
487, 4, 'TM', '';
486, 1, 'F40', '';
485, 1, 'UNK', '';
375, 20, 'F191', '';
375, 19, 'F190', 'A';
482, 1, 'UNK', '';
481, 1, 'UNK', '';
480, 1, 'UNK', '';
479, 7, 'M19', '';
478, 1, 'UNK', '';
477, 1, 'UNK', '';
476, 1, 'UNK', '';
475, 3, 'S90', '';
474, 17, 'A', '';
473, 20, 'F192', 'A';
472, 1, 'UNK', '';
471, 3, 'ITM', '';
470, 3, 'S87', 'C';
469, 1, 'UNK', '';
468, 1, 'UNK', '';
467, 5, 'UNK', '';
452, 4, 'F201', '';
464, 1, 'UNK', '';
463, 3, 'ITM', '';
462, 3, 'S87', 'C';
461, 1, 'UNK', '';
460, 5, 'TM', '';
459, 20, 'F191', '';
458, 1, 'UNK', '';
457, 5, 'UNK', '';
456, 3, 'ITM', '';
455, 1, 'LNK', '';
454, 1, 'UNK', '';
453, 2, 'S91', '';
473, 19, 'F191', '';
473, 18, 'F190', 'A';
473, 17, 'F189', 'A';
441, 1, 'F253', '';
441, 2, 'F254', '';
441, 3, 'F197', '';
441, 4, 'F200', '';
441, 5, 'F209', '';
440, 1, 'F253', '';
440, 2, 'F254', '';
440, 3, 'F197', '';
440, 4, 'F200', '';
441, 6, 'F203', '';
474, 16, 'F188', '';
474, 15, 'F187', '';
474, 14, 'F186', '';
474, 13, 'F185', 'A';
474, 12, 'F184', '';
474, 11, 'F195', '';
375, 18, 'F189', 'A';
383, 1, 'UNK', '';
483, 22, 'F193', '';
483, 21, 'F192', 'A';
483, 20, 'F191', '';
483, 19, 'F190', 'A';
484, 18, 'A', '';
484, 17, 'F188', '';
484, 16, 'F187', '';
484, 15, 'F186', '';
494, 21, 'F192', 'A';
494, 20, 'F191', '';
494, 19, 'F190', 'A';
494, 18, 'F189', 'A';
494, 17, 'F188', '';
494, 16, 'F187', '';
494, 15, 'F186', '';
495, 18, 'A', '';
495, 17, 'F188', '';
495, 16, 'F187', '';
495, 15, 'F186', '';
375, 17, 'F188', '';
465, 4, 'F201', '';
459, 19, 'F190', 'A';
473, 16, 'F188', '';
451, 7, 'F203', '';
473, 15, 'F187', '';
473, 14, 'F186', '';
473, 13, 'F185', 'A';
474, 10, 'F196', '';
484, 14, 'F185', 'A';
484, 13, 'F184', '';
459, 18, 'F189', 'A';
465, 5, 'F200', '';
466, 1, 'F208', '';
484, 12, 'F195', '';
459, 17, 'F188', '';
473, 12, 'F184', '';
451, 8, 'F199', '';
483, 18, 'F189', 'A';
483, 17, 'F188', '';
483, 16, 'F187', '';
473, 11, 'F195', '';
465, 6, 'F251', '';
466, 2, 'F198', '';
459, 16, 'F187', '';
451, 9, 'F202', '';
514, 16, 'F275', '';
484, 11, 'F196', '';
483, 15, 'F186', '';
459, 15, 'F186', '';
466, 3, 'F204', '';
465, 7, 'F203', '';
380, 1, 'LNK', '';
451, 10, 'TM', '';
459, 14, 'F185', 'B';
465, 8, 'F252', '';
451, 11, 'F196', '';
451, 12, 'F195', '';
459, 13, 'F184', '';
465, 9, 'F202', '';
495, 14, 'F185', 'A';
465, 10, 'TM', '';
451, 13, 'F184', '';
459, 12, 'F195', '';
451, 14, 'F185', 'B';
465, 11, 'F196', '';
474, 9, 'TM', '';
495, 13, 'F184', '';
440, 5, 'F209', '';
379, 1, 'UNK', '';
452, 18, 'A', '';
483, 14, 'F185', 'A';
483, 13, 'F184', '';
441, 7, 'F250', '';
441, 8, 'F202', '';
440, 6, 'F203', '';
440, 7, 'F250', '';
440, 8, 'F202', '';
440, 9, 'TM', '';
474, 8, 'F202', '';
473, 10, 'F196', '';
466, 4, 'F201', '';
465, 12, 'F195', '';
459, 11, 'F196', '';
452, 17, 'F188', '';
451, 15, 'F186', '';
494, 14, 'F185', 'A';
494, 13, 'F184', '';
494, 12, 'F195', '';
495, 12, 'F195', '';
441, 9, 'TM', '';
495, 11, 'F196', '';
494, 11, 'F196', '';
466, 5, 'F200', '';
465, 13, 'F184', '';
484, 10, 'TM', '';
483, 12, 'F195', '';
459, 10, 'TM', '';
474, 7, 'F247', '';
473, 9, 'TM', '';
452, 16, 'F187', '';
451, 16, 'F187', '';
440, 10, 'F196', '';
441, 10, 'F196', '';
495, 10, 'TM', '';
494, 10, 'TM', '';
484, 9, 'F202', '';
483, 11, 'F196', '';
440, 11, 'F195', '';
502, 2, 'TM', '';
502, 3, 'S87', 'A';
470, 2, 'TM', '';
470, 1, 'LNK', '';
490, 2, 'TM', '';
490, 3, 'S87', 'A';
455, 2, 'TM', '';
455, 3, 'S87', 'B';
462, 2, 'TM', '';
462, 1, 'LNK', '';
445, 2, 'TM', '';
445, 3, 'S87', 'D';
506, 35, 'F230', '';
506, 34, 'F229', '';
506, 33, 'TM', '';
506, 32, 'F227', '';
268, 13, 'F79', '';
345, 4, 'S133', '';
507, 1, 'UNK', '';
479, 6, 'TM', '';
479, 5, 'ITM', '';
503, 2, 'TM', '';
503, 1, 'UNK', '';
471, 2, 'TM', '';
471, 1, 'UNK', '';
491, 2, 'TM', '';
491, 1, 'UNK', '';
463, 2, 'TM', '';
463, 1, 'UNK', '';
446, 2, 'TM', '';
446, 1, 'UNK', '';
456, 2, 'TM', '';
456, 1, 'UNK', '';
479, 4, 'TM', '';
479, 3, 'ITM', '';
479, 2, 'TM', '';
479, 1, 'UNK', '';
503, 4, 'TM', '';
503, 5, 'ITM', '';
503, 6, 'TM', '';
503, 7, 'M19', '';
471, 4, 'TM', '';
471, 5, 'ITM', '';
471, 6, 'TM', '';
471, 7, 'M19', '';
491, 4, 'TM', '';
491, 5, 'ITM', '';
491, 6, 'TM', '';
491, 7, 'M19', '';
463, 4, 'TM', '';
463, 5, 'ITM', '';
463, 6, 'TM', '';
463, 7, 'M19', '';
446, 4, 'TM', '';
446, 5, 'ITM', '';
446, 6, 'TM', '';
446, 7, 'M19', '';
456, 4, 'TM', '';
456, 5, 'ITM', '';
456, 6, 'TM', '';
456, 7, 'M19', '';
487, 3, 'S90', '';
475, 4, 'TM', '';
498, 3, 'S90', '';
467, 4, 'TM', '';
460, 4, 'S90', '';
442, 4, 'TM', '';
453, 3, 'S89', '';
475, 5, 'UNK', '';
460, 3, 'S89', '';
467, 3, 'S90', '';
453, 4, 'S90', '';
460, 6, 'UNK', '';
475, 2, 'S89', '';
475, 1, 'S93', '';
498, 2, 'S88', '';
498, 1, 'PS', '';
467, 2, 'S89', '';
467, 1, 'S91', '';
487, 2, 'S88', '';
460, 2, 'S91', '';
460, 1, 'S92', '';
442, 2, 'S88', '';
453, 5, 'TM', '';
452, 15, 'F186', '';
452, 14, 'F185', 'B';
452, 13, 'F184', '';
452, 12, 'F195', '';
452, 11, 'F196', '';
451, 17, 'F188', '';
451, 18, 'F189', 'A';
451, 19, 'F190', 'A';
466, 6, 'F251', '';
466, 7, 'F203', '';
465, 14, 'F185', 'B';
465, 15, 'F186', '';
465, 16, 'F187', '';
465, 17, 'F188', '';
459, 9, 'F202', '';
459, 8, 'F252', '';
459, 7, 'F203', '';
459, 6, 'F251', '';
459, 5, 'F200', '';
440, 12, 'F184', '';
440, 13, 'F185', 'A';
441, 11, 'F195', '';
441, 12, 'F184', '';
441, 13, 'F185', '';
440, 14, 'F186', '';
484, 8, 'F250', '';
484, 7, 'F203', '';
484, 6, 'F249', '';
484, 5, 'F200', '';
484, 4, 'F248', '';
483, 10, 'TM', '';
483, 9, 'F202', '';
483, 8, 'F250', '';
495, 9, 'F202', '';
495, 8, 'F250', '';
495, 7, 'F203', '';
495, 6, 'F249', '';
495, 5, 'F200', '';
495, 4, 'F248', '';
494, 9, 'F202', '';
494, 8, 'F250', '';
494, 7, 'F203', '';
494, 6, 'F249', '';
474, 6, 'F203', '';
474, 5, 'UNK', '';
473, 8, 'F202', '';
473, 7, 'F247', '';
441, 14, 'F186', '';
441, 15, 'F187', '';
449, 2, 'F205', '';
449, 3, 'NF', '';
482, 2, 'F205', '';
482, 3, 'NF', '';
504, 4, 'F206', '';
504, 3, 'NF', '';
472, 2, 'F205', '';
472, 3, 'NF', '';
492, 2, 'F205', '';
492, 3, 'NF', '';
464, 2, 'F205', '';
464, 3, 'NF', '';
457, 4, 'F206', '';
457, 3, 'NF', '';
472, 4, 'F206', '';
464, 4, 'F206', '';
457, 2, 'F205', '';
457, 1, 'UNK', '';
504, 2, 'F205', '';
504, 1, 'UNK', '';
487, 1, 'PS', '';
442, 1, 'PS', '';
453, 1, 'S92', '';
453, 6, 'UNK', '';
440, 15, 'F187', '';
440, 16, 'F188', '';
440, 17, 'F189', 'A';
440, 18, 'F190', 'A';
440, 19, 'F191', '';
440, 20, 'F192', 'A';
440, 21, 'F193', '';
483, 7, 'F203', '';
483, 6, 'F249', '';
441, 16, 'F188', '';
441, 17, 'A', '';
381, 1, 'UNK', '';
382, 4, 'F206', '';
452, 1, 'F208', '';
452, 2, 'F198', '';
466, 8, 'F252', '';
518, 12, 'F74', '';
518, 11, 'F217', '';
508, 1, 'S98', '';
508, 2, 'PS', '';
508, 3, 'S46', '';
522, 16, 'F255', '';
387, 17, 'F77', '';
521, 19, 'F78', '';
509, 19, 'F78', '';
509, 1, 'S98', '';
510, 2, 'DISS4', '';
523, 17, 'F76', '';
508, 4, 'S133', '';
530, 17, 'F76', '';
512, 17, 'F76', '';
512, 16, 'F255', '';
512, 15, 'HD', '';
517, 6, 'F219', '';
514, 15, 'F274', '';
515, 2, 'DISS4', '';
509, 16, 'F255', '';
509, 15, 'HD', '';
268, 19, 'F78', '';
516, 18, 'F77', '';
517, 11, 'TM', '';
516, 17, 'F76', '';
518, 10, 'F72', 'A';
518, 9, 'F71', '';
518, 8, 'TM', '';
519, 3, 'UNK', '';
520, 14, 'F273', '';
522, 15, 'HD', '';
522, 14, 'F75', '';
522, 13, 'F79', '';
522, 12, 'F74', '';
522, 11, 'F217', '';
522, 10, 'F72', 'A';
522, 9, 'F71', '';
523, 16, 'F255', '';
523, 15, 'HD', '';
523, 14, 'F75', '';
523, 13, 'F79', '';
524, 1, 'S94', '';
524, 2, 'PS', '';
524, 3, 'S95', '';
525, 10, 'F230', '';
508, 5, 'TM', '';
516, 16, 'F255', '';
516, 15, 'HD', '';
516, 14, 'F75', '';
516, 13, 'F79', '';
527, 1, 'S97', '';
524, 4, 'S134', '';
528, 16, 'F255', '';
529, 11, 'F217', '';
529, 10, 'F72', 'A';
529, 9, 'F71', '';
529, 8, 'TM', '';
530, 16, 'F255', '';
530, 15, 'HD', '';
530, 14, 'F75', '';
531, 18, 'F168', '';
532, 14, 'F273', '';
523, 12, 'F74', '';
523, 11, 'F217', '';
523, 9, 'F71', '';
523, 10, 'F72', 'A';
518, 7, 'LNK', '';
523, 8, 'TM', '';
512, 14, 'F75', '';
512, 13, 'F79', '';
512, 12, 'F74', '';
523, 7, 'LNK', '';
516, 12, 'F74', '';
524, 5, 'TM', '';
521, 18, 'F77', '';
528, 15, 'HD', '';
529, 1, 'S96', 'A';
530, 13, 'F79', '';
509, 2, 'PS', '';
508, 6, 'S47', '';
518, 6, 'S47', '';
512, 11, 'F73', '';
268, 12, 'F74', '';
374, 3, 'F58', '';
374, 2, 'F51', '';
368, 5, 'LNK', '';
17, 4, 'F25', '';
527, 2, 'PS', '';
508, 7, 'LNK', '';
508, 8, 'TM', '';
508, 9, 'F71', '';
509, 3, 'S46', '';
508, 10, 'F72', 'B';
509, 4, 'S133', '';
509, 5, 'TM', '';
509, 6, 'S47', '';
268, 11, 'F73', '';
268, 10, 'F72', 'C';
368, 4, 'F25', '';
368, 3, 'LNK', '';
361, 6, 'F27', '';
361, 4, 'F25', '';
526, 1, 'S97', '';
509, 18, 'F77', '';
521, 17, 'F76', '';
512, 10, 'F72', 'C';
512, 9, 'F71', '';
512, 8, 'TM', '';
345, 5, 'TM', '';
345, 6, 'S47', '';
345, 7, 'LNK', '';
509, 7, 'LNK', '';
508, 11, 'F73', '';
512, 7, 'LNK', '';
345, 8, 'TM', '';
529, 2, 'PS', '';
529, 3, 'S46', '';
529, 4, 'S133', '';
529, 5, 'TM', '';
518, 5, 'TM', '';
518, 4, 'S133', '';
524, 6, 'S47', '';
524, 7, 'LNK', '';
524, 8, 'TM', '';
524, 9, 'F211', '';
524, 10, 'F212', '';
524, 11, 'F213', '';
524, 12, 'F74', '';
516, 11, 'F217', '';
516, 10, 'F72', 'A';
516, 9, 'F71', '';
516, 8, 'TM', '';
516, 7, 'LNK', '';
521, 16, 'F255', '';
521, 15, 'HD', '';
521, 14, 'F75', '';
521, 13, 'F79', '';
522, 1, 'S96', 'A';
522, 2, 'PS', '';
522, 3, 'S46', '';
522, 4, 'S133', '';
522, 5, 'TM', '';
522, 6, 'S47', '';
523, 6, 'S47', '';
523, 5, 'TM', '';
523, 4, 'S133', '';
528, 14, 'F75', '';
528, 13, 'F79', '';
528, 12, 'F74', '';
526, 2, 'PS', '';
526, 3, 'S46', '';
526, 4, 'S133', '';
530, 12, 'F74', '';
530, 11, 'F217', '';
530, 10, 'F72', 'D';
527, 3, 'S46', '';
527, 4, 'S133', '';
527, 5, 'TM', '';
527, 6, 'S47', '';
518, 3, 'S46', '';
516, 6, 'S47', '';
522, 7, 'LNK', '';
521, 12, 'F74', '';
526, 5, 'TM', '';
527, 7, 'LNK', '';
530, 9, 'F71', '';
506, 31, 'HD', '';
268, 2, 'PS', '';
268, 3, 'S46', '';
511, 1, 'S45', '';
511, 2, 'PS', '';
511, 3, 'S46', '';
511, 4, 'S136', '';
506, 30, 'IHD', '';
506, 29, 'HD', '';
506, 28, 'IHD', '';
506, 27, 'HD', '';
521, 11, 'F217', '';
527, 8, 'TM', '';
508, 12, 'F74', '';
524, 13, 'F79', '';
512, 6, 'S47', '';
529, 6, 'S47', '';
530, 8, 'TM', '';
523, 3, 'S46', '';
268, 9, 'F71', '';
361, 5, 'LNK', '';
509, 8, 'TM', '';
508, 13, 'F79', '';
521, 10, 'F72', 'A';
522, 8, 'TM', '';
526, 6, 'S47', '';
527, 9, 'F71', '';
518, 2, 'PS', '';
528, 11, 'F217', '';
528, 10, 'F72', 'D';
528, 9, 'F71', '';
516, 5, 'TM', '';
345, 9, 'F71', '';
512, 5, 'TM', '';
268, 8, 'TM', '';
524, 14, 'F210', '';
511, 5, 'TM', '';
511, 6, 'S100', '';
511, 7, 'TM', '';
511, 8, 'F71', '';
511, 9, 'F215', '';
509, 9, 'F71', '';
530, 7, 'LNK', '';
527, 10, 'F72', 'D';
530, 6, 'S47', '';
528, 8, 'TM', '';
506, 26, 'IHD', '';
361, 3, 'LNK', '';
519, 4, 'UNK', '';
517, 10, 'F230', '';
525, 9, 'F229', '';
513, 17, 'F229', '';
506, 25, 'HD', '';
513, 16, 'F228', '';
517, 9, 'F229', '';
519, 5, 'UNK', '';
513, 15, 'F243', '';
521, 9, 'F71', '';
514, 14, 'F273', '';
525, 8, 'F228', '';
506, 24, 'IHD', '';
513, 14, 'F219', '';
506, 23, 'HD', '';
513, 13, 'F216', '';
506, 22, 'F231', '';
513, 12, 'UNK', '';
506, 21, 'F226', '';
513, 11, 'UNK', '';
506, 20, 'HD', '';
506, 19, 'EX', '';
506, 18, 'F219', '';
506, 17, 'F216', '';
506, 16, 'F225', '';
533, 1, 'F39', '';
535, 1, 'S104', '';
536, 1, 'PS', '';
537, 1, 'S106', '';
538, 1, 'S107', '';
539, 7, 'S115', '';
540, 1, 'DIS', '';
533, 2, 'F220', '';
533, 3, 'UNK', '';
473, 6, 'F203', '';
459, 4, 'F201', '';
459, 3, 'F204', '';
483, 5, 'F200', '';
451, 20, 'F191', '';
533, 4, 'F221', '';
533, 5, 'UNK', '';
533, 6, 'HD', '';
557, 2, 'M6', '';
543, 3, 'EX', '';
544, 4, 'EX', '';
545, 1, 'PS', '';
546, 1, 'PS', '';
547, 1, 'PS', '';
548, 1, 'EX', '';
549, 1, 'IC2', '';
540, 2, 'M6', '';
506, 15, 'TM', '';
558, 19, 'F271', '';
552, 1, 'S104', '';
553, 1, 'PS', '';
554, 1, 'S106', '';
555, 1, 'S107', '';
556, 7, 'S115', '';
557, 1, 'DIS', '';
506, 14, 'EX', '';
506, 13, 'EX', '';
506, 12, 'TM', '';
506, 11, 'ITM', '';
506, 10, 'TM', '';
506, 9, 'EX', '';
345, 10, 'F72', 'B';
506, 8, 'EX', '';
506, 7, 'TM', '';
560, 1, 'PS', '';
561, 3, 'TM', '';
562, 1, 'S132', '';
563, 1, 'PS', '';
564, 1, 'PS', '';
565, 1, 'IC15', '';
566, 1, 'S107', '';
567, 7, 'S115', '';
568, 1, 'IC2', '';
506, 6, 'S108', '';
558, 18, 'F192', 'B';
506, 5, 'TM', '';
558, 17, 'F190', '';
533, 16, 'F189', 'B';
506, 4, 'S103', '';
506, 3, 'TM', '';
506, 2, 'S101', '';
435, 3, 'LNK', '';
435, 4, 'S48', '';
312, 3, 'LNK', '';
312, 4, 'S48', '';
517, 5, 'F216', '';
91, 4, 'F25', '';
91, 3, 'LNK', '';
91, 2, 'DISF13', '';
373, 3, 'S86', '';
390, 5, 'LNK', '';
364, 3, 'TM', '';
364, 2, 'S12', '';
367, 3, 'DISF12', '';
374, 1, 'F50', '';
367, 2, 'F2', '';
366, 5, 'F49', '';
365, 1, 'EX', '';
28, 4, 'S42', '';
69, 2, 'DISF13', '';
69, 1, 'F45', '';
158, 3, 'TM', '';
158, 2, 'S12', 'A';
158, 1, 'PS', '';
76, 5, 'LNK', '';
76, 4, 'F25', '';
76, 3, 'LNK', '';
83, 3, 'LNK', '';
2, 2, 'DISF14', '';
17, 3, 'LNK', '';
372, 4, 'S85', '';
2, 1, 'F26', '';
373, 1, 'EX', '';
372, 3, 'TM', '';
364, 1, 'PS', '';
363, 1, 'M5', '';
315, 1, 'F113', '';
594, 2, 'F30', '';
347, 4, 'S30', '';
372, 2, 'S12', '';
372, 1, 'PS', '';
367, 1, 'F1', '';
360, 1, 'F1', '';
515, 3, 'TM', '';
6, 4, 'S32', '';
409, 3, 'TM', '';
409, 4, 'S41', '';
569, 1, 'F1', '';
569, 2, 'F2', '';
569, 3, 'DISF5', '';
570, 6, 'F157', '';
571, 1, 'M5', '';
572, 1, 'PS', '';
572, 2, 'S12', 'B';
572, 3, 'TM', '';
572, 4, 'S35', '';
573, 4, 'S42', '';
573, 3, 'S81', '';
573, 2, 'TM', '';
573, 1, 'EX', '';
574, 1, 'F50', '';
574, 2, 'F51', '';
574, 3, 'F58', 'B';
575, 1, 'UNK', '';
576, 1, 'UNK', '';
577, 1, 'UNK', '';
578, 1, 'UNK', '';
579, 1, 'UNK', '';
580, 1, 'UNK', '';
581, 1, 'F164', '';
582, 1, 'M11', '';
582, 2, 'M13', '';
583, 2, 'S19', '';
584, 1, 'F115', '';
585, 1, 'F114', '';
586, 2, 'F30', '';
605, 2, 'TM', '';
587, 1, 'PS', '';
587, 2, 'S50', '';
588, 1, 'F111', '';
588, 2, 'F112', '';
589, 3, 'S6', '';
589, 2, 'TM', '';
589, 1, 'EX', '';
590, 1, 'EX', '';
590, 2, 'TM', '';
590, 3, 'LNK', '';
590, 4, 'S48', '';
591, 1, 'F110', '';
592, 1, 'F115', '';
593, 1, 'F114', '';
594, 1, 'F113', '';
314, 1, 'PS', '';
595, 1, 'PS', '';
595, 2, 'S50', '';
596, 1, 'F111', '';
596, 2, 'F112', '';
597, 3, 'S6', '';
597, 2, 'TM', '';
597, 1, 'EX', '';
598, 1, 'EX', '';
598, 2, 'TM', '';
598, 3, 'LNK', '';
598, 4, 'S48', '';
599, 1, 'M11', '';
599, 2, 'M13', '';
600, 2, 'S19', '';
601, 1, 'F110', '';
602, 1, 'F112', '';
603, 1, 'F118', '';
604, 1, 'F119', '';
605, 3, 'S22', '';
606, 1, 'M11', '';
606, 2, 'M12', '';
433, 3, 'LNK', '';
607, 1, 'PS', '';
607, 2, 'S50', '';
608, 4, 'S48', '';
608, 3, 'LNK', '';
608, 2, 'TM', '';
608, 1, 'EX', '';
609, 1, 'F114', '';
610, 1, 'F115', '';
611, 1, 'F113', '';
550, 18, 'F44', '';
558, 16, 'F189', 'B';
533, 15, 'F244', '';
533, 14, 'UNK', '';
533, 13, 'HD', '';
533, 12, 'F223', '';
533, 11, 'F224', '';
94, 1, 'PS', '';
612, 3, 'DISF4', '';
612, 2, 'F2', '';
612, 1, 'F1', '';
613, 1, 'F81', '';
614, 2, 'DISF21', '';
615, 2, 'DISF21', '';
616, 1, 'M5', '';
617, 3, 'TM', '';
617, 2, 'S12', '';
617, 1, 'PS', '';
618, 1, 'EX', '';
618, 2, 'TM', '';
14, 1, 'EX', '';
619, 5, 'F12', '';
619, 4, 'F20', 'A';
619, 3, 'F58', 'B';
619, 2, 'F51', '';
619, 1, 'F50', '';
615, 1, 'F237', '';
41, 2, 'DISF18', '';
40, 1, 'F24', '';
49, 1, 'F24', '';
339, 4, 'F22', '';
57, 1, 'F24', '';
25, 1, 'F24', '';
32, 1, 'F24', '';
614, 3, 'LNK', '';
506, 1, 'S102', '';
547, 2, 'S112', '';
52, 1, 'TM', '';
543, 2, 'TM', '';
543, 1, 'EX', '';
556, 6, 'TM', '';
556, 5, 'ITM', '';
556, 4, 'TM', '';
556, 3, 'ITM', '';
556, 2, 'TM', '';
556, 1, 'EX', '';
539, 6, 'TM', '';
539, 5, 'ITM', '';
539, 4, 'TM', '';
539, 3, 'ITM', '';
539, 2, 'TM', '';
539, 1, 'EX', '';
567, 6, 'TM', '';
567, 5, 'ITM', '';
567, 4, 'TM', '';
567, 3, 'ITM', '';
567, 2, 'TM', '';
567, 1, 'EX', '';
548, 2, 'TM', '';
548, 3, 'ITM', '';
548, 4, 'TM', '';
548, 5, 'ITM', '';
548, 6, 'TM', '';
548, 7, 'S115', '';
134, 4, 'S117', '';
134, 5, 'HD', '';
134, 6, 'LNK', '';
134, 7, 'S49', '';
523, 2, 'PS', '';
524, 15, 'HD', '';
511, 10, 'F218', '';
134, 2, 'S116', '';
134, 1, 'PS', '';
134, 8, 'TM', '';
134, 9, 'EX', '';
513, 10, 'TM', '';
513, 9, 'ITM', '';
513, 8, 'TM', '';
519, 6, 'F216', '';
519, 7, 'F219', '';
525, 7, 'F242', '';
525, 6, 'F219', '';
517, 8, 'F228', '';
517, 7, 'F242', '';
513, 7, 'UNK', '';
451, 21, 'F192', 'A';
517, 4, 'UNK', '';
519, 8, 'F242', '';
451, 22, 'F193', '';
525, 5, 'F216', '';
413, 1, 'TM', '';
513, 6, 'TM', '';
452, 10, 'TM', '';
452, 9, 'F202', '';
452, 8, 'F199', '';
474, 4, 'F200', '';
495, 3, 'F197', '';
495, 2, 'F240', '';
465, 18, 'F189', 'A';
484, 3, 'F197', '';
484, 2, 'F240', '';
483, 4, 'F248', '';
483, 3, 'F197', '';
452, 7, 'F203', '';
494, 5, 'F200', '';
494, 4, 'F248', '';
494, 3, 'F197', '';
494, 2, 'F240', '';
483, 2, 'F240', '';
465, 19, 'F190', 'A';
465, 20, 'F191', '';
465, 21, 'F192', 'A';
465, 22, 'F193', '';
466, 9, 'F202', '';
466, 10, 'TM', '';
514, 13, 'F219', '';
514, 12, 'F4', '';
515, 4, 'S99', '';
515, 5, 'PS', '';
515, 6, 'S23', '';
520, 13, 'F219', '';
520, 12, 'F4', '';
520, 11, 'F276', '';
510, 3, 'TM', '';
510, 4, 'S99', '';
510, 5, 'PS', '';
531, 17, 'F166', '';
531, 16, 'F275', '';
531, 15, 'F274', '';
531, 14, 'F273', '';
531, 13, 'F219', '';
531, 12, 'F4', '';
532, 13, 'F219', '';
532, 12, 'F4', '';
532, 11, 'F276', '';
533, 9, 'F222', '';
533, 8, 'HD', '';
533, 7, 'F38', '';
541, 3, 'UNK', '';
541, 4, 'HD', '';
541, 5, 'F38', '';
541, 6, 'HD', '';
494, 1, 'F233', '';
495, 1, 'F233', '';
473, 5, 'UNK', '';
474, 3, 'F246', '';
459, 2, 'F198', '';
483, 1, 'F233', '';
484, 1, 'F233', '';
466, 11, 'F196', '';
378, 1, 'PS', '';
452, 6, 'UNK', '';
452, 5, 'F200', '';
459, 1, 'F208', '';
466, 12, 'F195', '';
452, 3, 'F204', '';
466, 13, 'F184', '';
375, 16, 'F187', '';
473, 4, 'F200', '';
473, 3, 'F246', '';
451, 1, 'F208', '';
473, 2, 'F245', '';
473, 1, 'F194', '';
474, 2, 'F245', '';
474, 1, 'F194', '';
375, 15, 'F186', '';
375, 14, 'F185', 'A';
375, 13, 'F184', '';
375, 12, 'F195', '';
375, 11, 'F196', '';
375, 10, 'TM', '';
375, 9, 'F202', '';
375, 8, 'F250', '';
375, 7, 'F203', '';
375, 6, 'F249', '';
375, 5, 'F200', '';
375, 4, 'F248', '';
375, 3, 'F197', '';
375, 2, 'F240', '';
375, 1, 'F233', '';
378, 2, 'S88', '';
381, 2, 'TM', '';
381, 3, 'ITM', '';
381, 4, 'TM', '';
381, 5, 'ITM', '';
381, 6, 'TM', '';
381, 7, 'M19', '';
497, 1, 'F41', '';
377, 1, 'F41', '';
380, 2, 'TM', '';
380, 3, 'S87', 'A';
384, 1, 'TM', '';
385, 1, 'UNK', '';
386, 1, 'UNK', '';
387, 16, 'F257', '';
387, 15, 'F255', '';
387, 14, 'HD', '';
387, 13, 'F256', '';
387, 12, 'F79', '';
387, 11, 'F74', '';
387, 10, 'F218', '';
76, 2, 'DISF13', '';
334, 3, 'S22', '';
391, 1, 'F108', '';
389, 13, 'F79', '';
270, 18, 'F77', '';
270, 17, 'F76', '';
270, 16, 'F255', '';
270, 15, 'HD', '';
270, 14, 'F75', '';
270, 13, 'F79', '';
270, 12, 'F74', '';
270, 11, 'F217', '';
270, 10, 'F72', 'A';
270, 9, 'F71', '';
270, 8, 'TM', '';
270, 7, 'LNK', '';
270, 6, 'S47', '';
270, 5, 'TM', '';
270, 4, 'S133', '';
270, 3, 'S46', '';
270, 2, 'PS', '';
76, 1, 'F45', '';
361, 2, 'DISF13', '';
361, 1, 'F45', '';
91, 1, 'F45', '';
390, 4, 'F25', '';
390, 3, 'LNK', '';
390, 2, 'DISF13', '';
390, 1, 'F45', '';
390, 7, 'F232', '';
392, 3, 'F22', '';
69, 6, 'F27', '';
69, 7, 'F232', '';
83, 2, 'DISF14', '';
83, 1, 'F26', '';
84, 3, 'F22', '';
2, 6, 'F28', '';
3, 3, 'F22', '';
368, 1, 'F46', '';
368, 6, 'F28', '';
369, 3, 'F22', '';
17, 5, 'LNK', '';
18, 2, 'DISF15', '';
18, 1, 'F156', '';
17, 6, 'F28', '';
108, 2, 'LNK02', '';
125, 3, 'F35', '';
10, 5, 'LNK', '';
10, 4, 'F23', '';
570, 5, 'LNK', '';
570, 4, 'F23', '';
63, 4, 'F23', '';
63, 3, 'LNK', '';
10, 3, 'LNK', '';
570, 3, 'LNK', '';
63, 2, 'DISF19', '';
10, 2, 'DISF19', '';
570, 2, 'DISF19', '';
570, 1, 'F47', '';
63, 1, 'F47', '';
